ncName,ncType,Score
LOC100129931,lncRNA,-1.0
NONHSAG037835,lncRNA,-1.0
DANCR,lncRNA,-1.0
RP11-311D14.1,lncRNA,-1.0
NDUFC1,lncRNA,-1.0
MTND1P22,lncRNA,-1.0
RP11-384D10.1,lncRNA,-1.0
CTD-2201E18.3,lncRNA,-1.0
SREK1,lncRNA,-1.0
DMXL1,lncRNA,-1.0
NONHSAG043565,lncRNA,-1.0
KHDC1,lncRNA,-1.0
RPL26P20,lncRNA,-1.0
NONHSAG044774,lncRNA,-1.0
FBXO5,lncRNA,-1.0
AC073150.6,lncRNA,-1.0
NONHSAG047292,lncRNA,-1.0
NONHSAG048074,lncRNA,-1.0
RP5-1129J21.3,lncRNA,-1.0
WHSC1L1,lncRNA,-1.0
UBE2V2,lncRNA,-1.0
PABPC1,lncRNA,-1.0
UBR5,lncRNA,-1.0
NONHSAG054120,lncRNA,-1.0
ALG13,lncRNA,-1.0
ENOX2,lncRNA,-1.0
ACAP3,lncRNA,-1.0
NONHSAG000841,lncRNA,-1.0
DCAF8,lncRNA,-1.0
NONHSAG003456,lncRNA,-1.0
GUK1,lncRNA,-1.0
RP11-295G20.2,lncRNA,-1.0
WAC-AS1,lncRNA,-1.0
MTPAP,lncRNA,-1.0
LINC00863,lncRNA,-1.0
NONHSAG007344,lncRNA,-1.0
HIPK3,lncRNA,-1.0
NONHSAG008994,lncRNA,-1.0
FLI1-AS1,lncRNA,-1.0
NONHSAG010168,lncRNA,-1.0
C2CD5,lncRNA,-1.0
AMN1,lncRNA,-1.0
NCKAP5L,lncRNA,-1.0
HNRNPA1,lncRNA,-1.0
POC1B,lncRNA,-1.0
RP11-796E2.4,lncRNA,-1.0
RP11-282O18.3,lncRNA,-1.0
STARD13,lncRNA,-1.0
TPTE2P5,lncRNA,-1.0
BAZ1A,lncRNA,-1.0
RP11-7M10.2,lncRNA,-1.0
NONHSAG017899,lncRNA,-1.0
MAN2A2,lncRNA,-1.0
AMDHD2,lncRNA,-1.0
TNFRSF12A,lncRNA,-1.0
THOC6,lncRNA,-1.0
AC009133.15,lncRNA,-1.0
MAZ,lncRNA,-1.0
RP11-452L6.1,lncRNA,-1.0
RP5-1142A6.7,lncRNA,-1.0
VPS9D1-AS1,lncRNA,-1.0
AFG3L1P,lncRNA,-1.0
NONHSAG020795,lncRNA,-1.0
NLK,lncRNA,-1.0
RP11-498C9.3,lncRNA,-1.0
NONHSAG024192,lncRNA,-1.0
AC011558.5,lncRNA,-1.0
MIDN,lncRNA,-1.0
AC004152.5,lncRNA,-1.0
NONHSAG024807,lncRNA,-1.0
KIAA0355,lncRNA,-1.0
DMKN,lncRNA,-1.0
SIRT2,lncRNA,-1.0
CTB-59C6.3,lncRNA,-1.0
NUP62,lncRNA,-1.0
PPP1R12C,lncRNA,-1.0
TMEM86B,lncRNA,-1.0
POLR1A,lncRNA,-1.0
PTPN18,lncRNA,-1.0
NONHSAG029331,lncRNA,-1.0
KLF7,lncRNA,-1.0
NONHSAG030944,lncRNA,-1.0
NONHSAG031193,lncRNA,-1.0
SNORD17,lncRNA,-1.0
RP4-800J21.3,lncRNA,-1.0
RTEL1,lncRNA,-1.0
TTC28-AS1,lncRNA,-1.0
DESI1,lncRNA,-1.0
TYMP,lncRNA,-1.0
NONHSAG035073,lncRNA,-1.0
NONHSAG035119,lncRNA,-1.0
HPS3,lncRNA,-1.0
NONHSAG037254,lncRNA,-1.0
AC226119.5,lncRNA,-1.0
USP46,lncRNA,-1.0
PGRMC2,lncRNA,-1.0
SDHA,lncRNA,-1.0
HMGCS1,lncRNA,-1.0
NONHSAG042709,lncRNA,-1.0
HLA-DMB,lncRNA,-1.0
SENP6,lncRNA,-1.0
NONHSAG046744,lncRNA,-1.0
AC093734.1,lncRNA,-1.0
RP11-611L7.1,lncRNA,-1.0
AC004951.6,lncRNA,-1.0
SBDSP1,lncRNA,-1.0
LAMTOR4,lncRNA,-1.0
LRCH4,lncRNA,-1.0
NDUFB2-AS1,lncRNA,-1.0
MRPS33,lncRNA,-1.0
LONRF1,lncRNA,-1.0
EIF4EBP1,lncRNA,-1.0
RP11-299M14.2,lncRNA,-1.0
C9orf3,lncRNA,-1.0
FAM78A,lncRNA,-1.0
SNHG7,lncRNA,-1.0
KIAA1984-AS1,lncRNA,-1.0
RABL6,lncRNA,-1.0
CTD-2328D6.1,lncRNA,-1.0
NONHSAG055189,lncRNA,-1.0
RP11-169K16.9,lncRNA,-1.0
NONHSAG003007,lncRNA,-1.0
SHISA4,lncRNA,-1.0
RBBP5,lncRNA,-1.0
CREM,lncRNA,-1.0
RP11-680L20.1,lncRNA,-1.0
PTMS,lncRNA,-1.0
GABARAPL1,lncRNA,-1.0
NONHSAG010760,lncRNA,-1.0
ATXN2,lncRNA,-1.0
MRPL52,lncRNA,-1.0
SLTM,lncRNA,-1.0
LYSMD4,lncRNA,-1.0
SNRPA1,lncRNA,-1.0
AL022341.3,lncRNA,-1.0
NARFL,lncRNA,-1.0
SNHG9,lncRNA,-1.0
NONHSAG018535,lncRNA,-1.0
ABR,lncRNA,-1.0
TMEM11,lncRNA,-1.0
NPLOC4,lncRNA,-1.0
ASPSCR1,lncRNA,-1.0
FECH,lncRNA,-1.0
TIMM21,lncRNA,-1.0
GPX4,lncRNA,-1.0
MOB3A,lncRNA,-1.0
CTD-2207O23.11,lncRNA,-1.0
PPP1R37,lncRNA,-1.0
BCL2L12,lncRNA,-1.0
NONHSAG030032,lncRNA,-1.0
42249,lncRNA,-1.0
ING5,lncRNA,-1.0
RRP1,lncRNA,-1.0
EWSR1,lncRNA,-1.0
RP11-380P13.2,lncRNA,-1.0
DHX15,lncRNA,-1.0
ATG12,lncRNA,-1.0
TFAP2A,lncRNA,-1.0
BRD2-IT1,lncRNA,-1.0
NDUFAF4,lncRNA,-1.0
NONHSAG048733,lncRNA,-1.0
RP11-582J16.5,lncRNA,-1.0
SLC20A2,lncRNA,-1.0
MED22,lncRNA,-1.0
RP11-432J22.2,lncRNA,-1.0
TMEM164,lncRNA,-1.0
NONHSAG055371,lncRNA,-1.0
PUSL1,lncRNA,-1.0
MXRA8,lncRNA,-1.0
RP1-140A9.1,lncRNA,-1.0
APITD1,lncRNA,-1.0
SPEN,lncRNA,-1.0
ZBTB17,lncRNA,-1.0
C1orf109,lncRNA,-1.0
PPAP2B,lncRNA,-1.0
USP33,lncRNA,-1.0
SCARNA2,lncRNA,-1.0
ATP1A1OS,lncRNA,-1.0
RP11-315I20.1,lncRNA,-1.0
NUDT17,lncRNA,-1.0
LOC388692,lncRNA,-1.0
RP11-316M1.12,lncRNA,-1.0
ASH1L-AS1,lncRNA,-1.0
B4GALT3,lncRNA,-1.0
MPZ,lncRNA,-1.0
CSRP1,lncRNA,-1.0
BPNT1,lncRNA,-1.0
RP11-371I1.2,lncRNA,-1.0
PCBD1,lncRNA,-1.0
NONHSAG006166,lncRNA,-1.0
MARVELD1,lncRNA,-1.0
RP11-170J3.2,lncRNA,-1.0
AC051649.16,lncRNA,-1.0
MADD,lncRNA,-1.0
NONHSAG008808,lncRNA,-1.0
RP5-901A4.1,lncRNA,-1.0
CTTN,lncRNA,-1.0
PPME1,lncRNA,-1.0
NONHSAG009729,lncRNA,-1.0
GAPDH,lncRNA,-1.0
LEPREL2,lncRNA,-1.0
CDCA3,lncRNA,-1.0
GPRC5A,lncRNA,-1.0
NONHSAG011169,lncRNA,-1.0
HOXC-AS2,lncRNA,-1.0
NONHSAG011425,lncRNA,-1.0
RP11-689B22.2,lncRNA,-1.0
ERP29,lncRNA,-1.0
SRSF9,lncRNA,-1.0
DIABLO,lncRNA,-1.0
ZCCHC8,lncRNA,-1.0
ARL6IP4,lncRNA,-1.0
RP11-669N7.2,lncRNA,-1.0
MTIF3,lncRNA,-1.0
NONHSAG013283,lncRNA,-1.0
PROZ,lncRNA,-1.0
NONHSAG014373,lncRNA,-1.0
HAUS4,lncRNA,-1.0
RP11-66N24.4,lncRNA,-1.0
FBXO34,lncRNA,-1.0
C14orf80,lncRNA,-1.0
RP11-16E12.2,lncRNA,-1.0
SERF2,lncRNA,-1.0
CTD-3185P2.1,lncRNA,-1.0
NONHSAG017420,lncRNA,-1.0
RCCD1,lncRNA,-1.0
UNKL,lncRNA,-1.0
SH2B1,lncRNA,-1.0
ALDOA,lncRNA,-1.0
NONHSAG019100,lncRNA,-1.0
C16orf58,lncRNA,-1.0
NONHSAG019270,lncRNA,-1.0
NONHSAG020524,lncRNA,-1.0
MIR4732,lncRNA,-1.0
NONHSAG021670,lncRNA,-1.0
DHX58,lncRNA,-1.0
UBTF,lncRNA,-1.0
FMNL1,lncRNA,-1.0
HOXB6,lncRNA,-1.0
ACSF2,lncRNA,-1.0
BCAS3,lncRNA,-1.0
LIMD2,lncRNA,-1.0
LLGL2,lncRNA,-1.0
SMIM5,lncRNA,-1.0
MRPL38,lncRNA,-1.0
RNF157,lncRNA,-1.0
CBX2,lncRNA,-1.0
NONHSAG022995,lncRNA,-1.0
SLC16A3,lncRNA,-1.0
TBCD,lncRNA,-1.0
ANKRD29,lncRNA,-1.0
SHC2,lncRNA,-1.0
NONHSAG024295,lncRNA,-1.0
PTBP1,lncRNA,-1.0
AP3D1,lncRNA,-1.0
LMNB2,lncRNA,-1.0
NFIC,lncRNA,-1.0
RPL36,lncRNA,-1.0
PRKACA,lncRNA,-1.0
SMIM7,lncRNA,-1.0
NONHSAG025186,lncRNA,-1.0
AC007796.1,lncRNA,-1.0
AD001527.7,lncRNA,-1.0
NONHSAG025974,lncRNA,-1.0
BBC3,lncRNA,-1.0
NONHSAG026116,lncRNA,-1.0
EMP3,lncRNA,-1.0
RPL18,lncRNA,-1.0
ASPDH,lncRNA,-1.0
NONHSAG026526,lncRNA,-1.0
AC079779.4,lncRNA,-1.0
TMEM18,lncRNA,-1.0
AC096579.13,lncRNA,-1.0
AC074286.1,lncRNA,-1.0
AC023271.2,lncRNA,-1.0
TUBA4A,lncRNA,-1.0
SCARNA6,lncRNA,-1.0
ENTPD6,lncRNA,-1.0
NONHSAG031559,lncRNA,-1.0
RP11-425M5.5,lncRNA,-1.0
SNHG17,lncRNA,-1.0
COL9A3,lncRNA,-1.0
PPDPF,lncRNA,-1.0
AP001062.7,lncRNA,-1.0
NONHSAG033129,lncRNA,-1.0
NONHSAG033708,lncRNA,-1.0
RPUSD3,lncRNA,-1.0
NONHSAG034911,lncRNA,-1.0
PSMD6-AS2,lncRNA,-1.0
EIF4G1,lncRNA,-1.0
NONHSAG037315,lncRNA,-1.0
RPL9,lncRNA,-1.0
NONHSAG038212,lncRNA,-1.0
TXNDC15,lncRNA,-1.0
TMEM173,lncRNA,-1.0
DIAPH1,lncRNA,-1.0
RNF44,lncRNA,-1.0
NONHSAG042524,lncRNA,-1.0
NONHSAG042754,lncRNA,-1.0
MCUR1,lncRNA,-1.0
BAG6,lncRNA,-1.0
LSM2,lncRNA,-1.0
PBX2,lncRNA,-1.0
SNRPC,lncRNA,-1.0
NONHSAG043850,lncRNA,-1.0
GJB7,lncRNA,-1.0
NONHSAG045479,lncRNA,-1.0
RP1-266L20.4,lncRNA,-1.0
NONHSAG045515,lncRNA,-1.0
NONHSAG046848,lncRNA,-1.0
ACTB,lncRNA,-1.0
COA1,lncRNA,-1.0
AC004854.4,lncRNA,-1.0
GS1-259H13.2,lncRNA,-1.0
MEPCE,lncRNA,-1.0
C7orf73,lncRNA,-1.0
CDK5,lncRNA,-1.0
NONHSAG049247,lncRNA,-1.0
RP11-875O11.1,lncRNA,-1.0
NONHSAG050565,lncRNA,-1.0
NONHSAG050957,lncRNA,-1.0
CTD-2292P10.4,lncRNA,-1.0
SCRIB,lncRNA,-1.0
KIFC2,lncRNA,-1.0
CTD-2517M22.17,lncRNA,-1.0
HINT2,lncRNA,-1.0
RP11-276H19.1,lncRNA,-1.0
RP11-60I3.5,lncRNA,-1.0
LINC00963,lncRNA,-1.0
CARD9,lncRNA,-1.0
GS1-358P8.4,lncRNA,-1.0
NONHSAG054262,lncRNA,-1.0
FLNA,lncRNA,-1.0
NONHSAG000059,lncRNA,-1.0
NPPA-AS1,lncRNA,-1.0
ZMYM1,lncRNA,-1.0
RP11-109P14.9,lncRNA,-1.0
NONHSAG002672,lncRNA,-1.0
RORC,lncRNA,-1.0
C1orf61,lncRNA,-1.0
POU2F1,lncRNA,-1.0
NONHSAG004391,lncRNA,-1.0
CISD1,lncRNA,-1.0
SBF2-AS1,lncRNA,-1.0
FKBP2,lncRNA,-1.0
C11orf30,lncRNA,-1.0
RAD9B,lncRNA,-1.0
TRIAP1,lncRNA,-1.0
ULK1,lncRNA,-1.0
NONHSAG013533,lncRNA,-1.0
LINC00641,lncRNA,-1.0
RP11-247L20.4,lncRNA,-1.0
RP5-1021I20.5,lncRNA,-1.0
RP11-688G15.3,lncRNA,-1.0
GTF2A2,lncRNA,-1.0
NR2F2-AS1,lncRNA,-1.0
RP11-429P3.4,lncRNA,-1.0
CSNK2A2,lncRNA,-1.0
EPN2,lncRNA,-1.0
CTC-507E2.2,lncRNA,-1.0
PLCD3,lncRNA,-1.0
CALCOCO2,lncRNA,-1.0
POLG2,lncRNA,-1.0
LINC00909,lncRNA,-1.0
TPM4,lncRNA,-1.0
NONHSAG027070,lncRNA,-1.0
SRSF7,lncRNA,-1.0
NONHSAG027869,lncRNA,-1.0
SMYD5,lncRNA,-1.0
AC007679.3,lncRNA,-1.0
PIGU,lncRNA,-1.0
NONHSAG031663,lncRNA,-1.0
CPNE1,lncRNA,-1.0
NONHSAG031960,lncRNA,-1.0
NONHSAG032704,lncRNA,-1.0
RAB5A,lncRNA,-1.0
KIF9-AS1,lncRNA,-1.0
PCNP,lncRNA,-1.0
PLXND1,lncRNA,-1.0
EIF2A,lncRNA,-1.0
NONHSAG038290,lncRNA,-1.0
CAMK2D,lncRNA,-1.0
SMAD1,lncRNA,-1.0
RP11-184E9.1,lncRNA,-1.0
C5orf22,lncRNA,-1.0
NONHSAG040194,lncRNA,-1.0
NONHSAG041587,lncRNA,-1.0
RNF14,lncRNA,-1.0
NONHSAG043672,lncRNA,-1.0
LINC00472,lncRNA,-1.0
RP11-288H12.4,lncRNA,-1.0
NONHSAG045405,lncRNA,-1.0
STARD3NL,lncRNA,-1.0
AC017116.11,lncRNA,-1.0
GTPBP10,lncRNA,-1.0
CNOT4,lncRNA,-1.0
NONHSAG049298,lncRNA,-1.0
POLB,lncRNA,-1.0
RP11-395G23.3,lncRNA,-1.0
BREA2,lncRNA,-1.0
MTAP,lncRNA,-1.0
NONHSAG052627,lncRNA,-1.0
NONHSAG052960,lncRNA,-1.0
RP11-395P17.11,lncRNA,-1.0
NONHSAG054270,lncRNA,-1.0
NONHSAG054858,lncRNA,-1.0
SLC25A5-AS1,lncRNA,-1.0
RP11-547D24.1,lncRNA,-1.0
RNF207,lncRNA,-1.0
MFN2,lncRNA,-1.0
NONHSAG000471,lncRNA,-1.0
NONHSAG000643,lncRNA,-1.0
STMN1,lncRNA,-1.0
PUM1,lncRNA,-1.0
TMEM234,lncRNA,-1.0
ZRANB2,lncRNA,-1.0
POGZ,lncRNA,-1.0
ADAR,lncRNA,-1.0
RP11-307C12.11,lncRNA,-1.0
USF1,lncRNA,-1.0
RP3-455J7.3,lncRNA,-1.0
NONHSAG003590,lncRNA,-1.0
NONHSAG003641,lncRNA,-1.0
MDM4,lncRNA,-1.0
EPRS,lncRNA,-1.0
SLC29A3,lncRNA,-1.0
SEMA4G,lncRNA,-1.0
LZTS2,lncRNA,-1.0
NFKB2,lncRNA,-1.0
NONHSAG008450,lncRNA,-1.0
MIR3654,lncRNA,-1.0
NONHSAG009416,lncRNA,-1.0
RP11-890B15.2,lncRNA,-1.0
TNFRSF1A,lncRNA,-1.0
STRAP,lncRNA,-1.0
ITGB7,lncRNA,-1.0
PRR13,lncRNA,-1.0
SHMT2,lncRNA,-1.0
B4GALNT1,lncRNA,-1.0
NONHSAG012168,lncRNA,-1.0
MVK,lncRNA,-1.0
MPHOSPH9,lncRNA,-1.0
POLR1D,lncRNA,-1.0
COMMD6,lncRNA,-1.0
NONHSAG013802,lncRNA,-1.0
NONHSAG014231,lncRNA,-1.0
RNF31,lncRNA,-1.0
AKAP13,lncRNA,-1.0
CTD-2270L9.5,lncRNA,-1.0
RP11-388M20.6,lncRNA,-1.0
MVD,lncRNA,-1.0
MYBBP1A,lncRNA,-1.0
CAMTA2,lncRNA,-1.0
AC113189.5,lncRNA,-1.0
NONHSAG020729,lncRNA,-1.0
NF1,lncRNA,-1.0
RAD51D,lncRNA,-1.0
SLC25A39,lncRNA,-1.0
CUEDC1,lncRNA,-1.0
ATP5H,lncRNA,-1.0
SLC38A10,lncRNA,-1.0
DHPS,lncRNA,-1.0
CTB-175P5.4,lncRNA,-1.0
NONHSAG025370,lncRNA,-1.0
NONHSAG025680,lncRNA,-1.0
NUMBL,lncRNA,-1.0
GLTSCR2,lncRNA,-1.0
LIG1,lncRNA,-1.0
TMEM143,lncRNA,-1.0
KDELR1,lncRNA,-1.0
PRMT1,lncRNA,-1.0
TMEM214,lncRNA,-1.0
AC074117.10,lncRNA,-1.0
HOXD11,lncRNA,-1.0
DNAJC10,lncRNA,-1.0
NONHSAG030162,lncRNA,-1.0
CFLAR,lncRNA,-1.0
STK25,lncRNA,-1.0
NONHSAG032317,lncRNA,-1.0
ATP6V1E1,lncRNA,-1.0
AL021977.1,lncRNA,-1.0
CSNK1E,lncRNA,-1.0
DDX17,lncRNA,-1.0
VHL,lncRNA,-1.0
SEC13,lncRNA,-1.0
WDR6,lncRNA,-1.0
MST1,lncRNA,-1.0
CYB561D2,lncRNA,-1.0
AC124944.2,lncRNA,-1.0
SDHAP1,lncRNA,-1.0
NONHSAG037174,lncRNA,-1.0
WDR1,lncRNA,-1.0
RP11-453E17.1,lncRNA,-1.0
NONHSAG038790,lncRNA,-1.0
NONHSAG039306,lncRNA,-1.0
AC108142.1,lncRNA,-1.0
RP11-310P5.1,lncRNA,-1.0
RP11-1084J3.3,lncRNA,-1.0
NREP,lncRNA,-1.0
CTC-487M23.5,lncRNA,-1.0
CTC-472C24.1,lncRNA,-1.0
MATR3,lncRNA,-1.0
NONHSAG042756,lncRNA,-1.0
DDAH2,lncRNA,-1.0
RPS18,lncRNA,-1.0
RP3-525N10.2,lncRNA,-1.0
CASP8AP2,lncRNA,-1.0
C6orf3,lncRNA,-1.0
LRP11,lncRNA,-1.0
NONHSAG047193,lncRNA,-1.0
NONHSAG047577,lncRNA,-1.0
NONHSAG048240,lncRNA,-1.0
RP11-274B21.2,lncRNA,-1.0
NONHSAG049122,lncRNA,-1.0
NONHSAG049159,lncRNA,-1.0
TRIB1,lncRNA,-1.0
CHRAC1,lncRNA,-1.0
NONHSAG052036,lncRNA,-1.0
MIRLET7DHG,lncRNA,-1.0
LINC00094,lncRNA,-1.0
NONHSAG054962,lncRNA,-1.0
NONHSAG055289,lncRNA,-1.0
MBNL3,lncRNA,-1.0
AC009494.3,lncRNA,-1.0
SCAMP3,lncRNA,-1.0
NME7,lncRNA,-1.0
ZC3H11A,lncRNA,-1.0
SRGN,lncRNA,-1.0
RPS13,lncRNA,-1.0
MYL6,lncRNA,-1.0
NONHSAG018460,lncRNA,-1.0
TMEM199,lncRNA,-1.0
RP11-53B2.1,lncRNA,-1.0
TMEM163,lncRNA,-1.0
UBE2E3,lncRNA,-1.0
PCNT,lncRNA,-1.0
NONHSAG034721,lncRNA,-1.0
DCBLD2,lncRNA,-1.0
CCDC80,lncRNA,-1.0
SEC61A1,lncRNA,-1.0
NONHSAG039551,lncRNA,-1.0
CT49,lncRNA,-1.0
AC073236.3,lncRNA,-1.0
C8orf76,lncRNA,-1.0
RP4-798A10.2,lncRNA,-1.0
NONHSAG000481,lncRNA,-1.0
NONHSAG003508,lncRNA,-1.0
TRAF3IP3,lncRNA,-1.0
TFAM,lncRNA,-1.0
TIAL1,lncRNA,-1.0
MKI67,lncRNA,-1.0
INPPL1,lncRNA,-1.0
RP11-174G6.5,lncRNA,-1.0
NONHSAG011129,lncRNA,-1.0
SNRPF,lncRNA,-1.0
NONHSAG012556,lncRNA,-1.0
NUPL1,lncRNA,-1.0
UFM1,lncRNA,-1.0
NONHSAG015597,lncRNA,-1.0
RP11-265N6.2,lncRNA,-1.0
WDR61,lncRNA,-1.0
POLR3K,lncRNA,-1.0
AC002310.12,lncRNA,-1.0
CTD-3195I5.1,lncRNA,-1.0
MAP2K4,lncRNA,-1.0
CTD-2541J13.2,lncRNA,-1.0
AC007386.2,lncRNA,-1.0
NONHSAG028160,lncRNA,-1.0
USP39,lncRNA,-1.0
MRPL30,lncRNA,-1.0
NONHSAG030396,lncRNA,-1.0
OGG1,lncRNA,-1.0
TATDN2,lncRNA,-1.0
DHX36,lncRNA,-1.0
HNRNPD,lncRNA,-1.0
AC004053.1,lncRNA,-1.0
NONHSAG039358,lncRNA,-1.0
RP11-184E9.2,lncRNA,-1.0
NUP155,lncRNA,-1.0
TNPO1,lncRNA,-1.0
NONHSAG041208,lncRNA,-1.0
NONHSAG044877,lncRNA,-1.0
ZCWPW1,lncRNA,-1.0
ORC5,lncRNA,-1.0
PTAR1,lncRNA,-1.0
RP5-1115A15.1,lncRNA,-1.0
RP4-694A7.2,lncRNA,-1.0
CEPT1,lncRNA,-1.0
NUDT5,lncRNA,-1.0
FAM170B-AS1,lncRNA,-1.0
HELLS,lncRNA,-1.0
TMEM180,lncRNA,-1.0
NONHSAG006759,lncRNA,-1.0
NONHSAG006873,lncRNA,-1.0
RP1-239B22.5,lncRNA,-1.0
NADSYN1,lncRNA,-1.0
NONHSAG009749,lncRNA,-1.0
ITFG2,lncRNA,-1.0
EPS8,lncRNA,-1.0
SENP1,lncRNA,-1.0
RP11-1100L3.8,lncRNA,-1.0
USP15,lncRNA,-1.0
NDUFA12,lncRNA,-1.0
RP11-512N21.3,lncRNA,-1.0
LCP1,lncRNA,-1.0
TBC1D4,lncRNA,-1.0
CTD-2314B22.2,lncRNA,-1.0
CTD-3006G17.2,lncRNA,-1.0
VTI1B,lncRNA,-1.0
SRSF5,lncRNA,-1.0
RP11-109N23.4,lncRNA,-1.0
NONHSAG015554,lncRNA,-1.0
WARS,lncRNA,-1.0
MCTP2,lncRNA,-1.0
NONHSAG018009,lncRNA,-1.0
AC020663.1,lncRNA,-1.0
USP7,lncRNA,-1.0
RP11-626G11.3,lncRNA,-1.0
RP11-1348G14.5,lncRNA,-1.0
CTD-2033A16.1,lncRNA,-1.0
AC137932.5,lncRNA,-1.0
COPS3,lncRNA,-1.0
RAI1-AS1,lncRNA,-1.0
NONHSAG021733,lncRNA,-1.0
PLEKHM1,lncRNA,-1.0
NONHSAG022255,lncRNA,-1.0
GGA3,lncRNA,-1.0
P4HB,lncRNA,-1.0
SGTA,lncRNA,-1.0
NONHSAG024681,lncRNA,-1.0
C19orf66,lncRNA,-1.0
CTC-429P9.4,lncRNA,-1.0
NONHSAG026464,lncRNA,-1.0
NONHSAG027123,lncRNA,-1.0
AC009237.8,lncRNA,-1.0
ZEB2,lncRNA,-1.0
NONHSAG030960,lncRNA,-1.0
NONHSAG031339,lncRNA,-1.0
RP3-322G13.5,lncRNA,-1.0
NONHSAG032336,lncRNA,-1.0
LL22NC03-80A10.6,lncRNA,-1.0
ATG7,lncRNA,-1.0
POGLUT1,lncRNA,-1.0
ACPL2,lncRNA,-1.0
SERP1,lncRNA,-1.0
ECT2,lncRNA,-1.0
NONHSAG037653,lncRNA,-1.0
RP11-1J11.1,lncRNA,-1.0
NONHSAG038320,lncRNA,-1.0
NONHSAG038845,lncRNA,-1.0
NONHSAG040781,lncRNA,-1.0
FAM53C,lncRNA,-1.0
DCTN4,lncRNA,-1.0
NONHSAG042755,lncRNA,-1.0
LRRC16A,lncRNA,-1.0
RP11-732M18.3,lncRNA,-1.0
RP11-90P13.1,lncRNA,-1.0
RP11-379H18.1,lncRNA,-1.0
TRIP6,lncRNA,-1.0
COX6B1P1,lncRNA,-1.0
NONHSAG049170,lncRNA,-1.0
RP11-16E18.1,lncRNA,-1.0
CASC9,lncRNA,-1.0
KB-431C1.4,lncRNA,-1.0
NONHSAG051406,lncRNA,-1.0
TSNARE1,lncRNA,-1.0
SMC5-AS1,lncRNA,-1.0
NONHSAG052752,lncRNA,-1.0
SEMA4D,lncRNA,-1.0
NONHSAG053689,lncRNA,-1.0
RBM3,lncRNA,-1.0
NONHSAG055442,lncRNA,-1.0
AC010970.2,lncRNA,-1.0
RP4-714D9.5,lncRNA,-1.0
EMBP1,lncRNA,-1.0
NONHSAG002625,lncRNA,-1.0
PRUNE,lncRNA,-1.0
DTL,lncRNA,-1.0
NONHSAG004987,lncRNA,-1.0
ARHGAP22-IT1,lncRNA,-1.0
ANXA11,lncRNA,-1.0
SLC25A22,lncRNA,-1.0
CLNS1A,lncRNA,-1.0
NONHSAG009552,lncRNA,-1.0
NONHSAG011058,lncRNA,-1.0
NONHSAG011077,lncRNA,-1.0
RP11-834C11.6,lncRNA,-1.0
RP11-611O2.3,lncRNA,-1.0
SLC25A3P2,lncRNA,-1.0
NONHSAG012509,lncRNA,-1.0
DIAPH3,lncRNA,-1.0
G2E3,lncRNA,-1.0
GEMIN2,lncRNA,-1.0
NONHSAG015217,lncRNA,-1.0
PLEKHG3,lncRNA,-1.0
CHURC1,lncRNA,-1.0
ZFYVE21,lncRNA,-1.0
ADAM10,lncRNA,-1.0
USP3-AS1,lncRNA,-1.0
NONHSAG018128,lncRNA,-1.0
NONHSAG018664,lncRNA,-1.0
USP31,lncRNA,-1.0
HERPUD1,lncRNA,-1.0
NONHSAG019743,lncRNA,-1.0
SGK494,lncRNA,-1.0
EFTUD2,lncRNA,-1.0
NONHSAG022392,lncRNA,-1.0
USP36,lncRNA,-1.0
NONHSAG024114,lncRNA,-1.0
FZR1,lncRNA,-1.0
ZNF561,lncRNA,-1.0
AC007773.2,lncRNA,-1.0
IRGQ,lncRNA,-1.0
NOVA2,lncRNA,-1.0
TMC4,lncRNA,-1.0
RAB10,lncRNA,-1.0
PKDCC,lncRNA,-1.0
AC006509.7,lncRNA,-1.0
EHBP1,lncRNA,-1.0
AC007040.6,lncRNA,-1.0
NONHSAG028816,lncRNA,-1.0
PSMD14,lncRNA,-1.0
NAB1,lncRNA,-1.0
FAM126B,lncRNA,-1.0
NONHSAG031602,lncRNA,-1.0
RPL27AP,lncRNA,-1.0
PPIL2,lncRNA,-1.0
OSBP2,lncRNA,-1.0
LAMB2,lncRNA,-1.0
ROBO2,lncRNA,-1.0
FAIM,lncRNA,-1.0
SELT,lncRNA,-1.0
NONHSAG036921,lncRNA,-1.0
NONHSAG036952,lncRNA,-1.0
HTT,lncRNA,-1.0
TRIP13,lncRNA,-1.0
NADK2,lncRNA,-1.0
NONHSAG040668,lncRNA,-1.0
NONHSAG042684,lncRNA,-1.0
RP11-98I9.4,lncRNA,-1.0
TFB1M,lncRNA,-1.0
NONHSAG045239,lncRNA,-1.0
ZNF12,lncRNA,-1.0
NONHSAG047690,lncRNA,-1.0
CASD1,lncRNA,-1.0
NONHSAG048736,lncRNA,-1.0
NONHSAG049895,lncRNA,-1.0
PSIP1,lncRNA,-1.0
DAPK1-IT1,lncRNA,-1.0
NONMMUG000903,lncRNA,-1.0
NONMMUG000904,lncRNA,-1.0
NONMMUG001173,lncRNA,-1.0
NONMMUG014755,lncRNA,-1.0
NONMMUG015850,lncRNA,-1.0
NONMMUG016994,lncRNA,-1.0
NONMMUG020586,lncRNA,-1.0
Gm21992,lncRNA,-1.0
Malat1,lncRNA,-1.0
Gm20417,lncRNA,-1.0
linc1317,lncRNA,-1.0
NONMMUG022274,lncRNA,-1.0
NONMMUG030117,lncRNA,-1.0
NONMMUG031739,lncRNA,-1.0
